gender,math score,reading score,writing score,race/ethnicity_group A,race/ethnicity_group B,race/ethnicity_group C,race/ethnicity_group D,race/ethnicity_group E,parental level of education_associate's degree,parental level of education_bachelor's degree,parental level of education_high school,parental level of education_master's degree,parental level of education_some college,parental level of education_some high school,lunch_free/reduced,lunch_standard,test preparation course_completed,test preparation course_none
True,72,72,74,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
True,69,90,88,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
True,90,95,93,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
False,47,57,44,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
False,76,78,75,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
True,71,83,78,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
True,88,95,92,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0
False,40,43,39,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
False,64,64,67,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
True,38,60,50,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
False,58,54,52,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
False,40,52,43,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
True,65,81,73,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
False,78,72,70,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0
True,50,53,58,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
True,69,75,78,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
False,88,89,86,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
True,18,32,28,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
False,46,42,46,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
True,54,58,61,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
False,66,69,63,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
True,65,75,70,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
False,44,54,53,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
True,69,73,73,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
False,74,71,80,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
False,73,74,72,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
False,69,54,55,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
True,67,69,75,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
False,70,70,65,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
True,62,70,75,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
True,69,74,74,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
True,63,65,61,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
True,56,72,65,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
False,40,42,38,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
False,97,87,82,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
False,81,81,79,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
True,74,81,83,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
True,50,64,59,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
True,75,90,88,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
False,57,56,57,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
False,55,61,54,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
True,58,73,68,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
True,53,58,65,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
False,59,65,66,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
True,50,56,54,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
False,65,54,57,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
True,55,65,62,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
True,66,71,76,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
True,57,74,76,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
False,82,84,82,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
False,53,55,48,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
False,77,69,68,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
False,53,44,42,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
False,88,78,75,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
True,71,84,87,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
True,33,41,43,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
True,82,85,86,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
False,52,55,49,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
False,58,59,58,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
True,0,17,10,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
False,79,74,72,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
False,39,39,34,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
False,62,61,55,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
True,69,80,71,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
True,59,58,59,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
False,67,64,61,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
False,45,37,37,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
True,60,72,74,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
False,61,58,56,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
True,39,64,57,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
True,58,63,73,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
False,63,55,63,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
True,41,51,48,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
False,61,57,56,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
False,49,49,41,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
False,44,41,38,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
False,30,26,22,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
False,80,78,81,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
True,61,74,72,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0
True,62,68,68,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
True,47,49,50,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
False,49,45,45,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
False,50,47,54,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
False,72,64,63,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
False,42,39,34,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
True,73,80,82,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
True,76,83,88,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
True,71,71,74,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
True,58,70,67,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
True,73,86,82,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
True,65,72,74,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
False,27,34,36,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
False,71,79,71,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
False,43,45,50,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
True,79,86,92,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
False,78,81,82,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
False,65,66,62,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0
True,63,72,70,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
True,58,67,62,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
True,65,67,62,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
False,79,67,67,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
False,68,74,74,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
True,85,91,89,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
False,60,44,47,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
False,98,86,90,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
True,58,67,72,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
True,87,100,100,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
False,66,63,64,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
True,52,76,70,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
True,70,64,72,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
True,77,89,98,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
False,62,55,49,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
False,54,53,47,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
True,51,58,54,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
True,99,100,100,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
False,84,77,74,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
True,75,85,82,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
True,78,82,79,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
True,51,63,61,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
True,55,69,65,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
True,79,92,89,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
False,91,89,92,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
True,88,93,93,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
False,63,57,56,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
False,83,80,73,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
True,87,95,86,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
False,72,68,67,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
False,65,77,74,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
False,82,82,74,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
True,51,49,51,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
False,89,84,82,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
False,53,37,40,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
False,87,74,70,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
True,75,81,84,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
False,74,79,75,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
False,58,55,48,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
False,51,54,41,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0
False,70,55,56,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
True,59,66,67,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
False,71,61,69,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
True,76,72,71,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
True,59,62,64,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
True,42,55,54,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
False,57,43,47,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
False,88,73,78,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
True,22,39,33,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
False,88,84,75,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
False,73,68,66,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
True,68,75,81,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
False,100,100,93,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
False,62,67,69,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0
False,77,67,68,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
True,59,70,66,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
False,54,49,47,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
False,62,67,61,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
True,70,89,88,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
True,66,74,78,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
False,60,60,60,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
True,61,86,87,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
False,66,62,64,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
False,82,78,74,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
True,75,88,85,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
False,49,53,52,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
False,52,53,49,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
True,81,92,91,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
True,96,100,100,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
False,53,51,51,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
True,58,76,78,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
True,68,83,78,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
True,67,75,70,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
False,72,73,74,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
False,94,88,78,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
True,79,86,81,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
True,63,67,70,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
True,43,51,54,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
True,81,91,87,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
True,46,54,58,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
True,71,77,77,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
True,52,70,62,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
True,97,100,100,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0
False,62,68,75,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
True,46,64,66,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
True,50,50,47,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
True,65,69,70,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
False,45,52,49,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
False,65,67,65,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
False,80,76,65,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
False,62,66,68,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0
False,48,52,45,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
True,77,88,87,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
True,66,65,69,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
False,76,83,79,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
True,62,64,66,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
False,77,62,62,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
True,69,84,85,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
False,61,55,52,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
False,59,69,65,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
False,55,56,51,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
True,45,53,55,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
True,78,79,76,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
True,67,84,86,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
True,65,81,77,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
False,69,77,69,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
True,57,69,68,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
False,59,41,42,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
False,74,71,78,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0
False,82,62,62,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
False,81,80,76,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
True,74,81,76,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
True,58,61,66,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
False,80,79,79,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
False,35,28,27,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
True,42,62,60,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
False,60,51,56,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
False,87,91,81,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
False,84,83,75,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0
True,83,86,88,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
True,34,42,39,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
False,66,77,70,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
False,61,56,56,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0
True,56,68,74,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
False,87,85,73,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
True,55,65,62,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
False,86,80,75,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
True,52,66,73,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
True,45,56,54,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
True,72,72,71,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
False,57,50,54,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
False,68,72,64,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
True,88,95,94,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
False,76,64,66,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
False,46,43,42,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
True,67,86,83,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
False,92,87,78,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
False,83,82,84,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
False,80,75,77,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
False,63,66,67,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
True,64,60,74,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0
False,54,52,51,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
False,84,80,80,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
False,73,68,66,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
True,80,83,83,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
True,56,52,55,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
False,59,51,43,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
False,75,74,69,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
False,85,76,71,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
False,89,76,74,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
True,58,70,68,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
True,65,64,62,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
False,68,60,53,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
False,47,49,49,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0
True,71,83,83,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
True,60,70,70,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0
False,80,80,72,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
False,54,52,52,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
True,62,73,70,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
True,64,73,68,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
False,78,77,77,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
True,70,75,78,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
True,65,81,81,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
True,64,79,77,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
False,79,79,78,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
True,44,50,51,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
True,99,93,90,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
False,76,73,68,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
False,59,42,41,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
True,63,75,81,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
True,69,72,77,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
True,88,92,95,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
True,71,76,70,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
False,69,63,61,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
False,58,49,42,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
True,47,53,58,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
True,65,70,71,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
False,88,85,76,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0
False,83,78,73,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
True,85,92,93,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0
True,59,63,75,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
True,65,86,80,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
False,73,56,57,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
False,53,52,42,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
False,45,48,46,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
True,73,79,84,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
True,70,78,78,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
True,37,46,46,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
False,81,82,82,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
False,97,82,88,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
True,67,89,82,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
False,88,75,76,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
False,77,76,77,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0
False,76,70,68,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
False,86,73,70,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
False,63,60,57,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0
True,65,73,75,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
False,78,77,80,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
False,67,62,60,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
False,46,41,43,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0
False,71,74,68,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
False,40,46,50,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
False,90,87,75,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
False,81,78,81,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
False,56,54,52,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
True,67,84,81,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
False,80,76,64,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
True,74,75,83,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
False,69,67,69,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
False,99,87,81,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
False,51,52,44,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
True,53,71,67,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
True,49,57,52,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
True,73,76,80,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
False,66,60,57,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
False,67,61,68,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
True,68,67,69,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
True,59,64,75,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
False,71,66,65,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
True,77,82,91,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
False,83,72,78,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
False,63,71,69,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
True,56,65,63,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
True,67,79,84,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
True,75,86,79,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
True,71,81,80,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
True,43,53,53,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
True,41,46,43,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
