gender,math score,reading score,writing score,race/ethnicity_group A,race/ethnicity_group B,race/ethnicity_group C,race/ethnicity_group D,race/ethnicity_group E,parental level of education_associate's degree,parental level of education_bachelor's degree,parental level of education_high school,parental level of education_master's degree,parental level of education_some college,parental level of education_some high school,lunch_free/reduced,lunch_standard,test preparation course_completed,test preparation course_none
True,55,71,69,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
True,65,69,67,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
False,80,63,63,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
True,50,60,60,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
True,63,73,71,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
True,77,85,87,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
False,73,74,61,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
False,81,72,77,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
True,66,76,68,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
False,52,57,50,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
True,69,78,76,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
True,65,84,84,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
True,69,77,78,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
True,50,64,66,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0
True,73,78,76,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
True,70,82,76,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0
False,81,75,78,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
False,63,61,60,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
True,67,72,74,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
False,60,68,60,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
False,62,55,54,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
True,29,40,44,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
False,62,66,68,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0
True,94,99,100,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
False,85,75,68,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
False,77,78,73,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
False,53,58,44,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
False,93,90,83,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
True,49,53,53,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
True,73,76,78,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
True,66,74,81,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
True,77,77,73,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
True,49,63,56,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
True,79,89,86,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
True,75,82,90,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
True,59,72,70,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
True,57,78,79,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
False,66,66,59,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
True,79,81,82,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
True,57,67,72,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
False,87,84,87,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
True,63,64,67,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
True,59,63,64,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0
False,62,72,65,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
False,46,34,36,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
False,66,59,52,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
False,89,87,79,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
True,42,61,58,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
False,93,84,90,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
True,80,85,85,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0
True,98,100,99,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
False,81,81,84,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
True,60,70,74,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0
True,76,94,87,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
False,73,78,72,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
True,96,96,99,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
True,76,76,74,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
False,91,73,80,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
True,62,72,70,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
False,55,59,59,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
True,74,90,88,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0
False,50,48,42,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
False,47,43,41,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
False,81,74,71,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
True,65,75,77,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
False,68,51,57,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0
True,73,92,84,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
False,53,39,37,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
True,68,77,80,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
False,55,46,43,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
True,87,89,94,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
False,55,47,44,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
True,53,58,57,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
False,67,57,59,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
False,92,79,84,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
True,53,66,73,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
False,81,71,73,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
False,61,60,55,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
False,80,73,72,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
True,37,57,56,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
True,81,84,82,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
True,59,73,72,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
False,55,55,47,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
False,72,79,74,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
False,69,75,71,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
False,69,64,68,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
True,50,60,59,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
False,87,84,86,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0
False,71,69,68,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0
False,68,72,65,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
False,79,77,75,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
True,77,90,85,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0
False,58,55,53,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
True,84,95,92,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
False,55,58,52,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
False,70,68,72,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
True,52,59,65,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
False,69,77,77,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0
True,53,72,64,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
True,48,58,54,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
False,78,81,86,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0
True,62,62,63,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
False,60,63,59,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
True,74,72,72,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
True,58,75,77,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
False,76,62,60,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
True,68,71,75,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
False,58,60,57,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
False,52,48,49,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
False,75,73,74,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
True,52,67,72,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0
True,62,78,79,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
False,66,65,60,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
True,49,58,55,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
True,66,72,70,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
True,35,44,43,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
True,72,79,82,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0
False,94,85,82,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
True,46,56,57,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
True,77,90,84,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
True,76,85,82,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
True,52,59,62,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
False,91,81,79,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
True,32,51,44,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0
True,72,79,77,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
True,19,38,32,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
False,68,65,61,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
True,52,65,61,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
True,48,62,60,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
True,60,66,70,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
False,66,74,69,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
False,89,84,77,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0
True,42,52,51,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
True,57,68,73,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
False,70,70,70,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
True,70,84,81,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
False,69,60,54,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
True,52,55,57,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
False,67,73,68,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0
False,76,80,73,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0
True,87,94,95,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
True,82,85,87,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
True,73,76,78,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
False,75,81,74,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
True,64,74,75,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
True,41,45,40,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
False,90,75,69,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
False,59,54,51,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
False,51,31,36,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
False,45,47,49,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
True,54,64,67,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
False,87,84,76,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0
True,72,80,83,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
False,94,86,87,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0
True,45,59,64,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
False,61,70,76,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
True,60,72,68,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
True,77,91,88,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
True,85,90,92,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0
True,78,90,93,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
False,49,52,51,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
True,71,87,82,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
True,48,58,52,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
False,62,67,58,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
True,56,68,70,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
True,65,69,76,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
True,69,86,81,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
False,68,54,53,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
True,61,60,57,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
True,74,86,89,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
False,64,60,58,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
True,77,82,89,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
False,58,50,45,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
True,60,64,74,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
False,73,64,57,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
True,75,82,79,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
False,58,57,53,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
True,66,77,73,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
True,39,52,46,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
False,64,58,51,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
True,23,44,36,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
False,74,77,76,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
True,40,65,64,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
False,90,85,84,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
False,91,85,85,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
False,64,54,50,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
True,59,72,68,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
False,80,75,69,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
False,71,67,67,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
True,61,68,63,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
True,87,85,93,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
False,82,67,61,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
False,62,64,55,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
True,97,97,96,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
False,75,68,65,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
True,65,79,81,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
False,52,49,46,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
False,87,73,72,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
True,53,62,53,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
True,81,86,87,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
False,39,42,38,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
True,71,71,80,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
False,97,93,91,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
False,82,82,88,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
False,59,53,52,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
False,61,42,41,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
False,78,74,72,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
False,49,51,51,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
False,59,58,47,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
True,70,72,76,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
False,82,84,78,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
False,90,90,82,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
True,43,62,61,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
False,80,64,66,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
False,81,82,84,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
False,57,61,54,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
True,59,72,80,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
True,64,76,74,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
False,63,64,66,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
True,71,70,70,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
True,64,73,71,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
False,55,46,44,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
True,51,51,54,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
True,62,76,80,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
True,93,100,95,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
False,54,72,59,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
True,69,65,74,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
False,44,51,48,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
True,86,85,91,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
True,85,92,85,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
True,50,67,73,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
False,88,74,75,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0
True,59,62,69,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
True,32,34,38,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
False,36,29,27,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
True,63,78,79,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0
False,67,54,63,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
True,65,78,82,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0
False,85,84,89,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
True,73,78,74,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
True,34,48,41,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
True,93,100,100,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
True,67,84,84,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
False,88,77,77,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
False,57,48,51,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
True,79,84,91,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
True,67,75,72,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
False,70,64,70,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
False,50,42,48,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
True,69,84,82,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
True,52,61,66,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
True,47,62,66,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
True,46,61,55,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
True,68,70,66,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
False,100,100,100,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
True,44,61,52,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
True,57,77,80,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
False,91,96,91,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0
False,69,70,67,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
True,35,53,46,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
False,72,66,66,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
True,54,65,65,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
False,74,70,69,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
False,74,64,60,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0
False,64,56,52,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
True,65,61,71,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
False,46,43,44,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
True,48,56,51,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
False,67,74,70,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
False,62,57,62,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
False,61,71,73,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
False,70,75,74,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
False,98,87,90,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
False,70,63,58,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
False,67,57,53,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
True,57,58,57,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
False,85,81,85,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
False,77,68,69,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0
False,72,66,72,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
True,78,91,96,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
False,81,66,64,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
False,61,62,61,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0
True,58,68,61,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
True,54,61,58,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
False,82,82,80,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
True,49,58,60,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
False,49,50,52,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0
True,57,75,73,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
False,94,73,71,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
True,75,77,83,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
True,74,74,72,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
False,58,52,54,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
True,62,69,69,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
False,72,57,62,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
False,84,87,81,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
True,92,100,100,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
True,45,63,59,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
False,75,81,71,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
True,56,58,64,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
True,48,54,53,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
True,100,100,100,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
True,65,76,75,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
False,72,57,58,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
True,62,70,72,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
False,66,68,64,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0
False,63,63,60,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
True,68,76,67,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
True,75,84,80,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
True,89,100,100,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
False,78,72,69,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0
True,53,50,60,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
True,49,65,61,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
True,54,63,67,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
True,64,82,77,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
False,60,62,60,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
False,62,65,58,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
False,55,41,48,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
True,91,95,94,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
True,8,24,23,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
False,81,78,78,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
False,79,85,86,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0
True,78,87,91,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0
True,74,75,82,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
False,57,51,54,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
True,40,59,51,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
False,81,75,76,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0
True,44,45,45,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
True,67,86,83,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
False,86,81,75,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
True,65,82,78,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0
True,55,76,76,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
True,62,72,74,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
False,63,63,62,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
True,88,99,95,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
False,62,55,55,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
True,59,71,65,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
True,68,78,77,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
True,77,86,86,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
